ID1,ID2,type,connection
802,941,IP,1
47,485,email,98.153.96
719,688,phone,bhAZeTJVeBDm@domain.com
933,941,email,212.104.43
313,101,phone,utVAYeXSHrSk@domain.com
258,748,IP,1
123,34,IP,1
520,719,IP,1
974,930,email,198.242.22
580,798,phone,fgrhusvFxkNh@domain.com
968,930,IP,1
165,987,email,85.158.21
560,468,email,2.163.35
421,537,IP,1
432,968,IP,1
485,941,email,211.212.66
46,930,IP,1
46,238,email,164.227.215
569,571,phone,HsPBdpUXgkTR@domain.com
178,566,phone,CfPUTLHZGJFv@domain.com
303,370,email,248.23.159
697,312,IP,1
798,471,IP,1
748,624,phone,uyyxiwXykuNg@domain.com
72,570,email,247.195.163
226,53,email,75.14.126
101,719,IP,1
303,471,email,248.23.159
879,312,email,203.45.241
314,326,email,79.64.115
724,882,email,72.39.237
258,930,phone,gxmmFICBFvPX@domain.com
580,876,IP,1
256,930,email,136.199.198
36,639,IP,1
570,468,email,106.138.136
882,569,email,106.66.4
436,918,email,242.39.63
326,432,phone,pTgsHVOdyaRv@domain.com
436,879,IP,1
7,630,email,82.28.248
227,655,phone,XmxjlLStQMIh@domain.com
421,226,IP,1
108,226,phone,jWFqbBhascoy@domain.com
507,520,email,56.205.198
202,824,phone,wggieTXScLlE@domain.com
990,990,email,91.30.61
258,72,phone,gxmmFICBFvPX@domain.com
580,882,phone,fgrhusvFxkNh@domain.com
569,432,email,196.68.118
312,34,email,178.97.169
876,312,IP,1
655,72,email,125.69.97
977,990,phone,VlelIvNwdvxT@domain.com
9,861,phone,fUxFFkcQMRna@domain.com
571,974,phone,bFtFhzfCfGpd@domain.com
689,918,phone,LeTtKnClzIqt@domain.com
668,655,phone,kFRbDUgoDSQj@domain.com
537,653,phone,aGDyfHkmiHiY@domain.com
468,258,phone,iGRJtmxxjIlw@domain.com
668,475,phone,kFRbDUgoDSQj@domain.com
101,799,IP,1
995,724,phone,DYdYSbqpPrQL@domain.com
436,326,email,242.39.63
207,571,email,65.144.17
918,571,phone,rCkyrBByBaxB@domain.com
108,36,phone,jWFqbBhascoy@domain.com
507,158,email,56.205.198
977,215,phone,VlelIvNwdvxT@domain.com
178,207,email,218.72.242
53,630,email,105.55.10
987,158,email,199.223.171
165,165,IP,1
22,724,email,92.25.207
824,689,IP,1
370,630,email,150.89.183
930,468,phone,eMpOkNvCuKTo@domain.com
580,639,email,177.37.188
226,262,IP,1
879,64,IP,1
34,933,IP,1
108,46,phone,jWFqbBhascoy@domain.com
223,53,IP,1
569,326,email,196.68.118
270,46,IP,1
589,876,phone,XhvChCzJTHIU@domain.com
653,653,email,200.77.213
326,589,IP,1
34,799,phone,TFfnOIZLsITi@domain.com
468,941,email,103.151.49
824,798,IP,1
226,589,phone,zpSdwLkwCkDA@domain.com
256,178,phone,OayEbBeyXIKd@domain.com
468,432,email,103.151.49
227,879,phone,XmxjlLStQMIh@domain.com
719,312,email,110.95.146
710,689,email,53.156.36
423,824,email,38.216.138
223,571,IP,1
270,485,phone,acFgeftNsKrY@domain.com
251,30,email,132.115.134
85,437,email,201.111.174
822,857,email,188.216.152
479,296,IP,2
96,738,phone,xEXfZYqXIdvK@domain.com
701,944,IP,2
239,361,phone,ZYXZnbjCSBWj@domain.com
74,864,email,47.170.65
439,282,phone,tKSEtHLbZhIx@domain.com
363,113,phone,XQsHUTxKLfet@domain.com
666,548,phone,DPEuTxpaaqfJ@domain.com
445,424,email,105.129.213
479,398,email,59.251.19
522,935,phone,NaaGeiAdiZtp@domain.com
113,606,IP,2
201,864,email,34.114.13
881,701,IP,2
522,363,phone,NaaGeiAdiZtp@domain.com
193,231,IP,2
738,901,email,149.183.158
575,498,email,79.62.7
439,924,phone,tKSEtHLbZhIx@domain.com
385,422,email,35.155.226
586,704,IP,2
511,850,email,104.243.64
511,511,IP,2
796,296,email,179.245.151
704,914,phone,GNlNHtGNwfkY@domain.com
857,753,email,236.163.167
388,935,email,169.216.49
193,350,email,82.148.128
939,605,email,107.233.92
666,521,email,126.13.92
282,704,phone,RCYEQIvRpNpM@domain.com
361,424,email,123.138.98
709,584,phone,TSshQkwcohMz@domain.com
445,676,phone,UmJTinNexgsm@domain.com
829,606,IP,2
96,239,phone,xEXfZYqXIdvK@domain.com
30,201,IP,2
944,548,email,129.95.18
881,44,IP,2
445,424,email,105.129.213
885,671,phone,pCLhZPKXdxMy@domain.com
676,388,phone,yJvuINxjbUgY@domain.com
385,671,phone,viAeqgushvjH@domain.com
586,796,phone,uBLigdCKTrtt@domain.com
201,44,email,34.114.13
479,901,phone,FWaYBWiTIvdj@domain.com
954,87,email,83.243.2
885,114,IP,2
864,328,phone,cbVFzMORBseK@domain.com
424,914,phone,WkvHAkMYgFGn@domain.com
446,30,phone,sqwjIYfUIuiV@domain.com
12,498,phone,OhoFmlnOpJfP@domain.com
575,498,phone,RLSSpYctrIBT@domain.com
363,12,email,183.95.244
822,796,IP,2
822,954,email,188.216.152
114,350,phone,QpGgTNZyLEls@domain.com
704,511,email,198.193.106
605,935,IP,2
296,498,email,147.99.123
850,846,phone,mmkaZpAUVmfd@domain.com
701,676,email,37.30.42
271,651,email,90.141.64
422,424,phone,LyeMCeTnAqhb@domain.com
511,935,email,104.243.64
548,857,IP,2
350,96,email,201.213.148
676,652,phone,yJvuINxjbUgY@domain.com
914,251,IP,2
864,201,email,57.139.83
914,656,email,240.119.176
605,586,email,122.124.212
586,777,phone,uBLigdCKTrtt@domain.com
671,296,email,63.104.24
96,511,IP,2
363,944,email,183.95.244
584,216,email,11.248.231
185,660,phone,FvBBTUUZyeNB@domain.com
251,424,email,132.115.134
419,74,email,113.103.196
647,738,phone,ApdbDjTSGxAP@domain.com
676,615,phone,yJvuINxjbUgY@domain.com
777,846,IP,2
676,328,phone,yJvuINxjbUgY@domain.com
584,709,IP,2
388,822,email,169.216.49
857,439,IP,2
676,493,IP,2
651,850,phone,xLLYyIEVYCSh@domain.com
328,521,email,30.196.200
286,660,phone,AVksUfcXQzgl@domain.com
479,701,IP,2
