ID1,ID2,type,connection
999,973,phone,ythXnwxIqTtn@domain.com
998,990,IP,2
997,978,email,59.139.253
996,977,IP,9
995,991,phone,zjNGrAWvOYHo@domain.com
994,992,email,247.192.151
993,970,IP,6
989,987,IP,3
988,995,IP,10
986,994,email,44.61.128
985,995,email,55.3.85
984,988,IP,10
983,982,phone,jvFHifMOhKXc@domain.com
981,984,IP,10
980,980,email,95.230.169
979,979,IP,10
976,977,IP,9
975,962,IP,7
974,974,IP,3
972,973,IP,8
971,971,email,11.5.221
969,997,email,87.12.200
968,991,phone,BfWmpmNYCrzX@domain.com
967,995,phone,ZUccSLkinxFc@domain.com
966,966,phone,LRdNTxOQSMib@domain.com
965,980,IP,1
964,972,IP,8
963,986,phone,cpukuphxxhKA@domain.com
961,971,IP,5
960,997,phone,rzUiispyEYiV@domain.com
959,982,IP,4
958,989,email,118.213.135
957,957,IP,7
956,958,IP,3
955,981,email,166.206.110
954,954,phone,ZsoxTDzdQQBD@domain.com
953,991,phone,PHMNEVOSKgyG@domain.com
952,966,phone,NsqtPsAJOaHi@domain.com
951,960,phone,FtlPsOvbDAAZ@domain.com
950,956,email,5.117.178
949,973,IP,8
948,961,IP,5
947,957,email,116.114.105
946,973,IP,8
945,957,IP,7
944,986,email,172.121.144
943,945,IP,7
942,974,IP,3
941,941,phone,gaKAoOfKOwRG@domain.com
940,966,phone,UuOAPWrzevMi@domain.com
939,996,email,228.192.220
938,955,phone,lefkWhWEqhmc@domain.com
937,961,IP,5
936,936,email,45.193.144
935,970,IP,6
934,957,email,93.66.139
933,992,email,53.162.210
932,996,phone,PDxuHDYvkadm@domain.com
931,980,email,166.115.115
930,990,email,71.49.50
929,929,phone,OtGoHyNguacp@domain.com
928,941,IP,5
927,943,phone,XKeXbsuOjsGs@domain.com
926,926,phone,stTDNGaWFNyh@domain.com
925,984,phone,HsJdApWDqWiM@domain.com
924,975,email,202.13.53
923,966,email,213.160.141
922,946,IP,8
921,931,phone,RxChVVxLiEGc@domain.com
920,986,email,130.138.202
919,919,IP,6
918,998,email,223.42.201
917,917,IP,1
916,956,phone,sFyyphcmVOjg@domain.com
915,983,IP,4
914,944,email,235.183.148
913,960,phone,emxLrBIeLTbi@domain.com
912,986,IP,1
911,997,IP,5
910,980,phone,fOdOIdfqRkbp@domain.com
909,982,IP,4
908,919,email,179.74.64
907,973,phone,ulsBxGdCfRlH@domain.com
906,999,phone,cMlisuKNNmaW@domain.com
905,937,IP,5
904,953,IP,10
903,925,phone,DvqywVYoYIkL@domain.com
902,966,IP,4
901,971,email,138.100.245
900,928,email,25.242.124
899,949,phone,hnpeAByVqwxc@domain.com
898,970,email,189.194.48
897,977,IP,9
896,918,email,54.13.46
895,895,phone,BVijWBXMgXNC@domain.com
894,907,IP,8
893,970,email,244.114.90
892,927,phone,YIeeiaGJZteO@domain.com
891,954,email,33.163.7
890,979,IP,10
889,923,email,118.211.157
888,898,IP,6
887,930,email,1.23.105
886,892,IP,7
885,885,phone,COkWVctdntDZ@domain.com
884,969,email,20.144.93
883,999,IP,8
882,970,phone,aeyYIXhwqQqK@domain.com
881,957,email,202.166.139
880,926,email,196.5.247
879,957,IP,7
878,996,phone,ddZpFaambRke@domain.com
877,963,email,113.127.166
876,919,IP,6
875,961,email,222.143.244
874,948,phone,qwyBKZsTQvfV@domain.com
873,983,phone,yNgVvVFMCQVZ@domain.com
872,940,phone,cICBNiHaOFej@domain.com
871,918,phone,tGzGbhyfdDdx@domain.com
870,989,email,100.133.154
869,975,email,36.69.253
868,883,phone,gFayYVAldiqs@domain.com
867,867,email,205.236.62
866,918,phone,ODoyvPaQTeSv@domain.com
865,919,email,40.208.69
